car_name,brand,model,vehicle_age,km_driven,seller_type,fuel_type,transmission_type,mileage,engine,max_power,torque,seats,selling_price
Maruti Wagon R,Maruti,Wagon R,11,73000,DEALER,cng,Manual,26.6 km/kg,998 CC,58.16 bhp,"12.7@ 2,700(kgm@ rpm)",5.0,210000
Maruti Ciaz,Maruti,Ciaz,5,33582,Dealer,Petrol,Automatic,19.12 kmpl,1373 CC,91.1 bhp,250Nm@ 1500-2500rpm,5.0,740000
Maruti Alto,Maruti,Alto,5,35000,Individual,Petrol,Manual,23.95 kmpl,998 CC,67.05 bhp,24@ 1900(kgm@ rpm),5.0,280000
Hyundai Grand,Hyundai,Grand,5,34000,Individual,PETROL,Manual,18.9 kmpl,,82.0 bhp,,5.0,550000
BMW 5,BMW,5,10,63000,DEALER,Diesel,Automatic,18.48 kmpl,1995 CC,177.0 bhp,170Nm@ 1800-2400rpm,5.0,1590000
Maruti Wagon R,Maruti,Wagon R,14,70000,Individual,  Petrol ,Manual,18.9 kmpl,1061 CC,67.0 bhp,"12.7@ 2,700(kgm@ rpm)",,125000
Volkswagen Polo,Volkswagen,Polo,5,63000,Dealer,  Diesel ,Manual,20.14 kmpl,1498 CC,88.0 bhp,113Nm@ 4000rpm,5.0,645000
Honda WR-V,Honda,WR-V,4,40011,Dealer,DIESEL,Manual,25.5 kmpl,1498 CC,98.6 bhp,91Nm@ 3500rpm,5.0,799000
Honda Jazz,Honda,Jazz,6,64000,individual,Petrol,Automatic,19.0 kmpl,1199 CC,88.7 bhp,24@ 1900(kgm@ rpm),5.0,551000
Maruti Wagon R,Maruti,Wagon R,7,83521,Dealer,CNG,Manual,32.52 km/kg,998 CC,58.33 bhp,24@ 1900(kgm@ rpm),5.0,335000
Mahindra XUV500,Mahindra,XUV500,9,100000,Dealer,Diesel,Manual,15.1 kmpl,2179 CC,140.0 bhp,170Nm@ 1800-2400rpm,7.0,775000
Honda City,Honda,City,3,18000,Dealer,Diesel,Manual,26.0 kmpl,1498 CC,98.6 bhp,190Nm@ 2000rpm,5.0,1150000
Hyundai i10,Hyundai,i10,10,63000,  Dealer ,petrol,Manual,20.36 kmpl,1197 CC,78.9 bhp,"12.7@ 2,700(kgm@ rpm)",5.0,320000
Renault Duster,Renault,Duster,6,70000,Individual,DIESEL,Manual,19.01 kmpl,1461 CC,108.45 bhp,200Nm@ 1750rpm,5.0,690000
Maruti Wagon R,Maruti,Wagon R,5,51000,Dealer,cng,Manual,26.6 km/kg,998 CC,58.16 bhp,91Nm@ 3500rpm,5.0,375000
Hyundai Creta,Hyundai,Creta,3,98000,Individual,  Diesel ,Manual,22.1 kmpl,1396 CC,88.7 bhp,24@ 1900(kgm@ rpm),5.0,950000
Skoda Rapid,Skoda,Rapid,7,66000,Dealer,Diesel,Automatic,21.66 kmpl,1498 CC,,,5.0,580000
Maruti Alto,Maruti,Alto,8,51203,  Dealer ,PETROL,Manual,20.92 kmpl,998 CC,67.1 bhp,200Nm@ 1750rpm,5.0,280000
Renault KWID,Renault,KWID,2,13000,Individual,Petrol,Manual,25.17 kmpl,799 CC,53.3 bhp,91Nm@ 3500rpm,5.0,370000
Ford Ecosport,Ford,Ecosport,4,14000,Dealer,Petrol,Manual,15.85 kmpl,1499 CC,110.4 bhp,190Nm@ 2000rpm,5.0,650000
Ford Ecosport,Ford,Ecosport,8,60000,DEALER,Diesel,Manual,22.7 kmpl,1498 CC,89.84 bhp,200Nm@ 1750rpm,5.0,585000
Ford Figo,Ford,Figo,9,80000,Individual,DIESEL,Manual,20.0 kmpl,1399 CC,68.0 bhp,24@ 1900(kgm@ rpm),5.0,325000
Maruti Ertiga,Maruti,Ertiga,5,170000,Individual,CNG,Manual,17.5 km/kg,1373 CC,80.46 bhp,"12.7@ 2,700(kgm@ rpm)",7.0,600000
Toyota Innova,Toyota,Innova,5,125000,Dealer,diesel,Manual,13.68 kmpl,2393 CC,147.51 bhp,250Nm@ 1500-2500rpm,,1625000
Mahindra XUV500,Mahindra,XUV500,2,5000,  Individual ,Diesel,Manual,15.1 kmpl,2179 CC,152.87 bhp,170Nm@ 1800-2400rpm,7.0,1588000
Mahindra Thar,Mahindra,Thar,8,60000,Individual,Diesel,Manual,16.55 kmpl,2498 CC,105.0 bhp,"12.7@ 2,700(kgm@ rpm)",7.0,500000
Mahindra KUV,Mahindra,KUV,5,21000,individual,Petrol,Manual,18.15 kmpl,1198 CC,82.0 bhp,200Nm@ 1750rpm,6.0,400000
Maruti Wagon R,Maruti,Wagon R,5,120000,individual,Petrol,Manual,20.51 kmpl,998 CC,67.04 bhp,190Nm@ 2000rpm,5.0,250000
Hyundai Creta,Hyundai,Creta,6,70000,  Dealer ,Diesel,Manual,19.67 kmpl,1582 CC,126.2 bhp,200Nm@ 1750rpm,5.0,775000
Hyundai i20,Hyundai,i20,6,35000,  Individual ,PETROL,Manual,18.6 kmpl,1197 CC,81.83 bhp,"12.7@ 2,700(kgm@ rpm)",5.0,550000
Maruti Swift Dzire,Maruti,Swift Dzire,3,30000,Individual,  Petrol ,Manual,21.21 kmpl,1197 CC,81.8 bhp,190Nm@ 2000rpm,5.0,575000
Maruti Swift,Maruti,Swift,6,41000,Dealer,Petrol,Manual,22.0 kmpl,1197 CC,,24@ 1900(kgm@ rpm),5.0,515000
Ford Ecosport,Ford,Ecosport,4,39601,Dealer,  Petrol ,Manual,15.9 kmpl,1496 CC,120.69 bhp,170Nm@ 1800-2400rpm,5.0,650000
Maruti Swift,Maruti,Swift,7,67800,Dealer,Diesel,Manual,28.4 kmpl,1248 CC,74.0 bhp,"12.7@ 2,700(kgm@ rpm)",5.0,495000
Volkswagen Polo,Volkswagen,Polo,5,60000,Individual,Petrol,Manual,16.2 kmpl,1199 CC,74.0 bhp,200Nm@ 1750rpm,5.0,485000
Maruti Wagon R,Maruti,Wagon R,7,50000,Individual,Petrol,Manual,20.51 kmpl,998 CC,,250Nm@ 1500-2500rpm,5.0,295000
Audi A4,Audi,A4,10,64690,Dealer,Diesel,Automatic,16.55 kmpl,1968 CC,140.0 bhp,200Nm@ 1750rpm,5.0,890000
Land Rover Rover,Land Rover,Rover,5,128000,DEALER,diesel,Automatic,12.63 kmpl,2179 CC,147.5 bhp,113Nm@ 4000rpm,5.0,2675000
Hyundai Grand,Hyundai,Grand,2,9000,Individual,Diesel,Manual,24.0 kmpl,1186 CC,73.97 bhp,200Nm@ 1750rpm,,650000
Hyundai Creta,Hyundai,Creta,6,90000,Dealer,Diesel,Manual,19.67 kmpl,,126.2 bhp,,5.0,850000
Maruti Alto,Maruti,Alto,7,45075,dealer,Petrol,Manual,22.74 kmpl,796 CC,47.3 bhp,200Nm@ 1750rpm,5.0,255000
Maruti Alto,Maruti,Alto,4,10000,INDIVIDUAL,Petrol,Manual,24.7 kmpl,796 CC,47.3 bhp,113Nm@ 4000rpm,5.0,321000
Maruti Wagon R,Maruti,Wagon R,9,51000,  Individual ,Petrol,Manual,18.9 kmpl,998 CC,67.1 bhp,"12.7@ 2,700(kgm@ rpm)",5.0,200000
BMW 7,BMW,7,13,68000,Dealer,Petrol,Automatic,8.45 kmpl,2979 CC,321.0 bhp,190Nm@ 2000rpm,5.0,750000
Hyundai i20,Hyundai,i20,3,39000,dealer,Diesel,Manual,22.54 kmpl,1396 CC,88.73 bhp,200Nm@ 1750rpm,5.0,625000
Hyundai i10,Hyundai,i10,13,45000,Dealer,Petrol,Manual,19.81 kmpl,1086 CC,68.05 bhp,190Nm@ 2000rpm,5.0,210000
Mahindra Scorpio,Mahindra,Scorpio,11,102272,  Dealer ,Diesel,Manual,12.05 kmpl,2179 CC,120.0 bhp,190Nm@ 2000rpm,8.0,520000
Maruti Swift Dzire,Maruti,Swift Dzire,3,54400,Dealer,DIESEL,Manual,19.3 kmpl,1248 CC,73.9 bhp,"12.7@ 2,700(kgm@ rpm)",5.0,580000
Toyota Fortuner,Toyota,Fortuner,8,82000,Dealer,diesel,Automatic,12.55 kmpl,2982 CC,,91Nm@ 3500rpm,7.0,1249000
Maruti Swift,Maruti,Swift,4,5743,Trustmark Dealer,Petrol,Manual,20.4 kmpl,1197 CC,83.11 bhp,"12.7@ 2,700(kgm@ rpm)",5.0,500000
Skoda Rapid,Skoda,Rapid,6,57493,Dealer,Diesel,Automatic,21.66 kmpl,1498 CC,103.52 bhp,91Nm@ 3500rpm,5.0,595000
Jaguar XF,Jaguar,XF,8,44000,DEALER,DIESEL,Automatic,19.33 kmpl,1999 CC,177.0 bhp,190Nm@ 2000rpm,5.0,1675000
Maruti Wagon R,Maruti,Wagon R,4,25396,Dealer,Petrol,Automatic,20.51 kmpl,998 CC,67.0 bhp,113Nm@ 4000rpm,5.0,410000
Honda Amaze,Honda,Amaze,8,57000,dealer,PETROL,Automatic,18.1 kmpl,1199 CC,88.7 bhp,24@ 1900(kgm@ rpm),5.0,425000
Maruti Alto,Maruti,Alto,5,60000,individual,PETROL,Manual,23.95 kmpl,998 CC,,91Nm@ 3500rpm,,270000
Maruti Swift Dzire,Maruti,Swift Dzire,6,43937,dealer,Petrol,Manual,19.1 kmpl,1197 CC,85.8 bhp,200Nm@ 1750rpm,5.0,570000
Honda Jazz,Honda,Jazz,4,70000,Dealer,diesel,Manual,27.3 kmpl,1498 CC,98.6 bhp,190Nm@ 2000rpm,5.0,625000
Hyundai Verna,Hyundai,Verna,2,10000,Individual,Petrol,Manual,,1591 CC,121.3 bhp,170Nm@ 1800-2400rpm,5.0,999000
Hyundai Grand,Hyundai,Grand,3,35000,Individual,petrol,Manual,18.9 kmpl,1197 CC,81.86 bhp,190Nm@ 2000rpm,5.0,500000
Maruti Wagon R,Maruti,Wagon R,3,52000,individual,petrol,Manual,21.79 kmpl,998 CC,67.05 bhp,91Nm@ 3500rpm,5.0,380000
Honda City,Honda,City,6,53000,Dealer,petrol,Manual,17.4 kmpl,1497 CC,117.3 bhp,91Nm@ 3500rpm,5.0,610000
Toyota Innova,Toyota,Innova,4,85000,individual,Diesel,Manual,13.68 kmpl,2393 CC,147.8 bhp,"12.7@ 2,700(kgm@ rpm)",8.0,1546000
Honda WR-V,Honda,WR-V,2,50000,Individual,Diesel,Manual,25.5 kmpl,1498 CC,98.6 bhp,"12.7@ 2,700(kgm@ rpm)",5.0,950000
Mercedes-Benz GL-Class,Mercedes-Benz,GL-Class,5,60696,Dealer,Diesel,Automatic,11.3 kmpl,2987 CC,254.8 bhp,200Nm@ 1750rpm,7.0,4500000
Ford Ecosport,Ford,Ecosport,7,62091,dealer,  Diesel ,Manual,22.7 kmpl,1498 CC,89.84 bhp,91Nm@ 3500rpm,5.0,465000
Honda City,Honda,City,2,21000,dealer,Petrol,Manual,17.8 kmpl,1497 CC,117.3 bhp,190Nm@ 2000rpm,5.0,1025000
Ford Figo,Ford,Figo,9,98398,  Dealer ,diesel,Manual,20.0 kmpl,1399 CC,68.0 bhp,113Nm@ 4000rpm,5.0,200000
Maruti Baleno,Maruti,Baleno,1,2400,Individual,PETROL,Manual,,1197 CC,81.8 bhp,24@ 1900(kgm@ rpm),5.0,700000
Maruti Swift Dzire,Maruti,Swift Dzire,6,30000,Individual,Petrol,Manual,20.85 kmpl,1197 CC,83.14 bhp,113Nm@ 4000rpm,5.0,450000
Mahindra Bolero,Mahindra,Bolero,3,22000,Individual,Diesel,Manual,15.96 kmpl,2523 CC,62.1 bhp,250Nm@ 1500-2500rpm,7.0,780000
Maruti Wagon R,Maruti,Wagon R,10,90000,Individual,CNG,Manual,26.2 km/kg,998 CC,58.2 bhp,113Nm@ 4000rpm,5.0,280000
Hyundai Santro,Hyundai,Santro,10,74000,Dealer,LPG,Manual,13.45 km/kg,1086 CC,62.1 bhp,"12.7@ 2,700(kgm@ rpm)",5.0,250000
Ford Aspire,Ford,Aspire,5,55000,dealer,diesel,Manual,25.83 kmpl,1498 CC,99.0 bhp,91Nm@ 3500rpm,5.0,435000
Hyundai Creta,Hyundai,Creta,5,43031,dealer,DIESEL,Manual,21.38 kmpl,1396 CC,88.7 bhp,"12.7@ 2,700(kgm@ rpm)",5.0,1050000
Hyundai Santro,Hyundai,Santro,11,40000,Dealer,  Petrol ,Manual,17.92 kmpl,1086 CC,62.1 bhp,91Nm@ 3500rpm,5.0,210000
Hyundai Creta,Hyundai,Creta,5,70000,Individual,Petrol,Manual,15.29 kmpl,1591 CC,121.3 bhp,190Nm@ 2000rpm,5.0,815000
Maruti Ertiga,Maruti,Ertiga,7,53247,DEALER,CNG,Manual,22.8 km/kg,1373 CC,80.9 bhp,200Nm@ 1750rpm,7.0,599000
Maruti Swift,Maruti,Swift,9,90000,INDIVIDUAL,PETROL,Manual,18.6 kmpl,1197 CC,85.8 bhp,170Nm@ 1800-2400rpm,5.0,280000
Maruti Swift Dzire,Maruti,Swift Dzire,11,35966,dealer,petrol,Manual,17.5 kmpl,1298 CC,85.8 bhp,91Nm@ 3500rpm,5.0,260000
Renault Duster,Renault,Duster,5,43811,Dealer,diesel,Manual,19.87 kmpl,1461 CC,83.8 bhp,250Nm@ 1500-2500rpm,5.0,890000
Maruti Baleno,Maruti,Baleno,2,3500,Individual,DIESEL,Manual,27.39 kmpl,1248 CC,74.0 bhp,170Nm@ 1800-2400rpm,5.0,700000
Ford Aspire,Ford,Aspire,5,57500,Individual,DIESEL,Manual,25.83 kmpl,1498 CC,99.0 bhp,200Nm@ 1750rpm,5.0,536000
Maruti Celerio,Maruti,Celerio,4,10000,Individual,PETROL,Manual,23.1 kmpl,998 CC,67.04 bhp,170Nm@ 1800-2400rpm,5.0,450000
Maruti Swift Dzire,Maruti,Swift Dzire,3,33000,Dealer,Petrol,Manual,22.0 kmpl,1197 CC,81.8 bhp,170Nm@ 1800-2400rpm,5.0,650000
Hyundai Grand,Hyundai,Grand,5,22000,Dealer,Diesel,Manual,24.0 kmpl,1120 CC,70.0 bhp,113Nm@ 4000rpm,5.0,625000
Maruti Baleno,Maruti,Baleno,3,13422,dealer,Petrol,Automatic,21.4 kmpl,1197 CC,83.1 bhp,190Nm@ 2000rpm,5.0,793000
Maruti Baleno,Maruti,Baleno,4,40000,Individual,DIESEL,Manual,27.39 kmpl,1248 CC,74.0 bhp,"12.7@ 2,700(kgm@ rpm)",5.0,750000
Maruti Swift,Maruti,Swift,3,13000,  Individual ,Petrol,Manual,22.0 kmpl,1197 CC,81.8 bhp,170Nm@ 1800-2400rpm,5.0,585000
Honda City,Honda,City,15,31000,Dealer,petrol,Manual,17.7 kmpl,1497 CC,78.0 bhp,113Nm@ 4000rpm,5.0,180000
Maruti Vitara,Maruti,Vitara,3,34533,DEALER,Diesel,Automatic,24.3 kmpl,1248 CC,88.5 bhp,190Nm@ 2000rpm,5.0,950000
Hyundai Grand,Hyundai,Grand,6,10000,  Individual ,Petrol,Manual,18.9 kmpl,1197 CC,,91Nm@ 3500rpm,5.0,350000
Maruti Wagon R,Maruti,Wagon R,11,45000,Dealer,Petrol,Manual,18.9 kmpl,1061 CC,67.0 bhp,"12.7@ 2,700(kgm@ rpm)",5.0,190000
Honda WR-V,Honda,WR-V,3,29307,Dealer,diesel,Manual,,1498 CC,98.6 bhp,24@ 1900(kgm@ rpm),5.0,875000
Honda City,Honda,City,7,82911,Dealer,  Diesel ,Manual,,1498 CC,98.6 bhp,113Nm@ 4000rpm,5.0,580000
Volkswagen Vento,Volkswagen,Vento,10,72565,Dealer,Diesel,Manual,22.27 kmpl,1498 CC,108.6 bhp,170Nm@ 1800-2400rpm,5.0,370000
Hyundai i20,Hyundai,i20,3,23000,Dealer,Petrol,Manual,18.6 kmpl,1197 CC,81.83 bhp,91Nm@ 3500rpm,5.0,695000
Hyundai i10,Hyundai,i10,10,45854,Dealer,Petrol,Automatic,16.95 kmpl,1197 CC,78.9 bhp,91Nm@ 3500rpm,5.0,330000
Skoda Superb,Skoda,Superb,12,61205,Dealer,Petrol,Automatic,13.7 kmpl,1798 CC,157.75 bhp,200Nm@ 1750rpm,,449000
Hyundai Verna,Hyundai,Verna,8,76300,Individual,  Diesel ,Manual,22.32 kmpl,1582 CC,126.32 bhp,170Nm@ 1800-2400rpm,5.0,480000
Honda WR-V,Honda,WR-V,4,33000,dealer,Diesel,Manual,25.5 kmpl,1498 CC,98.6 bhp,170Nm@ 1800-2400rpm,5.0,699000
Tata Safari,Tata,Safari,10,80000,Individual,Diesel,Manual,13.93 kmpl,2179 CC,138.0 bhp,200Nm@ 1750rpm,7.0,300000
Hyundai Creta,Hyundai,Creta,5,96000,Individual,Diesel,Manual,19.67 kmpl,1582 CC,126.2 bhp,91Nm@ 3500rpm,5.0,1100000
Mahindra XUV500,Mahindra,XUV500,7,47240,Dealer,DIESEL,Manual,15.1 kmpl,2179 CC,140.0 bhp,24@ 1900(kgm@ rpm),7.0,800000
Maruti Swift,Maruti,Swift,8,63589,DEALER,Diesel,Manual,,1248 CC,74.0 bhp,24@ 1900(kgm@ rpm),5.0,425000
Maruti Baleno,Maruti,Baleno,4,25000,  Dealer ,Petrol,Manual,21.4 kmpl,1197 CC,83.1 bhp,190Nm@ 2000rpm,5.0,590000
Toyota Fortuner,Toyota,Fortuner,6,80000,Individual,Diesel,Manual,12.55 kmpl,2982 CC,168.5 bhp,91Nm@ 3500rpm,7.0,1755000
Volkswagen Vento,Volkswagen,Vento,6,64576,Dealer,Diesel,Automatic,21.5 kmpl,1498 CC,,190Nm@ 2000rpm,5.0,575000
Ford Ecosport,Ford,Ecosport,4,120000,Individual,Diesel,Manual,22.77 kmpl,1498 CC,98.59 bhp,200Nm@ 1750rpm,5.0,680000
Honda Jazz,Honda,Jazz,4,52377,DEALER,petrol,Automatic,19.0 kmpl,1199 CC,88.7 bhp,24@ 1900(kgm@ rpm),5.0,785000
Maruti Vitara,Maruti,Vitara,3,62000,Dealer,Diesel,Manual,24.3 kmpl,1248 CC,88.5 bhp,113Nm@ 4000rpm,5.0,900000
BMW X1,BMW,X1,3,22000,DEALER,DIESEL,Automatic,17.05 kmpl,1995 CC,184.0 bhp,170Nm@ 1800-2400rpm,5.0,3000000
Ford Ecosport,Ford,Ecosport,8,120000,Individual,diesel,Manual,22.77 kmpl,1498 CC,98.59 bhp,24@ 1900(kgm@ rpm),5.0,675000
Volkswagen Vento,Volkswagen,Vento,8,67000,dealer,petrol,Manual,15.04 kmpl,1598 CC,103.6 bhp,113Nm@ 4000rpm,5.0,360000
Maruti Alto,Maruti,Alto,11,70000,INDIVIDUAL,petrol,Manual,19.7 kmpl,796 CC,46.3 bhp,24@ 1900(kgm@ rpm),5.0,135000
Maruti Ciaz,Maruti,Ciaz,6,102000,Individual,Petrol,Manual,20.73 kmpl,1373 CC,91.1 bhp,24@ 1900(kgm@ rpm),5.0,551000
Honda City,Honda,City,12,75000,dealer,Petrol,Manual,16.9 kmpl,1497 CC,100.0 bhp,170Nm@ 1800-2400rpm,5.0,340000
Maruti Swift Dzire,Maruti,Swift Dzire,9,80000,Dealer,Diesel,Manual,19.3 kmpl,1248 CC,73.9 bhp,190Nm@ 2000rpm,5.0,384000
Maruti Alto,Maruti,Alto,13,40000,individual,petrol,Manual,19.7 kmpl,796 CC,46.3 bhp,170Nm@ 1800-2400rpm,5.0,140000
Maruti Ertiga,Maruti,Ertiga,8,90000,Individual,diesel,Manual,20.77 kmpl,1248 CC,,250Nm@ 1500-2500rpm,7.0,450000
Honda City,Honda,City,5,78123,Dealer,Petrol,Manual,17.8 kmpl,1497 CC,117.3 bhp,,5.0,651000
Volkswagen Polo,Volkswagen,Polo,7,40000,Individual,Diesel,Manual,20.14 kmpl,1498 CC,88.8 bhp,24@ 1900(kgm@ rpm),5.0,600000
Mahindra XUV500,Mahindra,XUV500,8,55000,Individual,Diesel,Manual,15.1 kmpl,2179 CC,140.0 bhp,24@ 1900(kgm@ rpm),7.0,749000
Ford Figo,Ford,Figo,9,35000,Dealer,Petrol,Manual,15.6 kmpl,1196 CC,70.0 bhp,170Nm@ 1800-2400rpm,5.0,245000
Honda City,Honda,City,6,87000,Dealer,Diesel,Manual,26.0 kmpl,1498 CC,98.6 bhp,24@ 1900(kgm@ rpm),5.0,525000
Hyundai Creta,Hyundai,Creta,6,47000,Dealer,PETROL,Manual,15.8 kmpl,1591 CC,121.3 bhp,200Nm@ 1750rpm,5.0,840000
Hyundai i20,Hyundai,i20,11,49000,Dealer,Petrol,Manual,18.5 kmpl,1197 CC,80.0 bhp,190Nm@ 2000rpm,5.0,260000
Hyundai i20,Hyundai,i20,7,90000,individual,Petrol,Manual,18.5 kmpl,1197 CC,82.85 bhp,91Nm@ 3500rpm,5.0,535000
Maruti Baleno,Maruti,Baleno,4,26000,DEALER,Petrol,Manual,21.01 kmpl,1197 CC,81.8 bhp,91Nm@ 3500rpm,5.0,749000
Skoda Rapid,Skoda,Rapid,7,87232,Dealer,diesel,Manual,20.5 kmpl,1598 CC,103.5 bhp,190Nm@ 2000rpm,,260000
Maruti Ciaz,Maruti,Ciaz,5,63000,DEALER,Diesel,Manual,28.09 kmpl,1248 CC,88.5 bhp,190Nm@ 2000rpm,5.0,630000
Audi A6,Audi,A6,8,59654,Dealer,Diesel,Automatic,,1968 CC,174.33 bhp,200Nm@ 1750rpm,5.0,1449000
Honda WR-V,Honda,WR-V,4,110000,Individual,diesel,Manual,25.5 kmpl,1498 CC,,200Nm@ 1750rpm,5.0,775000
Volkswagen Polo,Volkswagen,Polo,5,110000,INDIVIDUAL,diesel,Manual,20.14 kmpl,1498 CC,88.7 bhp,113Nm@ 4000rpm,5.0,550000
Hyundai Creta,Hyundai,Creta,5,10000,INDIVIDUAL,Petrol,Manual,15.29 kmpl,1591 CC,121.3 bhp,190Nm@ 2000rpm,5.0,1000000
Hyundai Grand,Hyundai,Grand,4,15000,Dealer,Petrol,Automatic,18.9 kmpl,1197 CC,82.0 bhp,,5.0,550000
BMW 6,BMW,6,12,65000,Dealer,Petrol,Automatic,7.94 kmpl,,,,4.0,1500000
Honda Jazz,Honda,Jazz,4,41000,Dealer,Petrol,Automatic,18.2 kmpl,1199 CC,88.7 bhp,"12.7@ 2,700(kgm@ rpm)",5.0,725000
Hyundai Creta,Hyundai,Creta,3,40000,INDIVIDUAL,Diesel,Automatic,17.01 kmpl,1582 CC,126.2 bhp,113Nm@ 4000rpm,5.0,1250000
Maruti Alto,Maruti,Alto,3,40000,Individual,Petrol,Manual,24.7 kmpl,796 CC,47.3 bhp,250Nm@ 1500-2500rpm,5.0,350000
Hyundai Venue,Hyundai,Venue,1,2600,Individual,Petrol,Manual,18.27 kmpl,998 CC,118.35 bhp,170Nm@ 1800-2400rpm,5.0,950000
Maruti Swift Dzire,Maruti,Swift Dzire,6,55000,dealer,  Diesel ,Manual,28.4 kmpl,1248 CC,74.02 bhp,250Nm@ 1500-2500rpm,5.0,500000
Maruti Alto,Maruti,Alto,3,23150,Dealer,Petrol,Automatic,23.95 kmpl,998 CC,67.1 bhp,91Nm@ 3500rpm,5.0,394000
Mercedes-Benz C-Class,Mercedes-Benz,C-Class,10,22800,dealer,Petrol,Automatic,11.74 kmpl,1796 CC,186.0 bhp,250Nm@ 1500-2500rpm,5.0,1350000
Honda Jazz,Honda,Jazz,9,57000,Dealer,petrol,Manual,16.7 kmpl,1198 CC,88.8 bhp,250Nm@ 1500-2500rpm,5.0,325000
Maruti Ciaz,Maruti,Ciaz,4,45000,Dealer,diesel,Manual,28.09 kmpl,1248 CC,88.5 bhp,"12.7@ 2,700(kgm@ rpm)",5.0,631000
Mercedes-Benz E-Class,Mercedes-Benz,E-Class,6,26952,Dealer,Diesel,Automatic,13.0 kmpl,2143 CC,201.1 bhp,91Nm@ 3500rpm,5.0,2600000
Mercedes-Benz E-Class,Mercedes-Benz,E-Class,4,52000,Dealer,diesel,Automatic,13.0 kmpl,2143 CC,,"12.7@ 2,700(kgm@ rpm)",5.0,2950000
Maruti Wagon R,Maruti,Wagon R,13,80000,Individual,Petrol,Manual,18.9 kmpl,998 CC,67.1 bhp,250Nm@ 1500-2500rpm,5.0,150000
Maruti Swift Dzire,Maruti,Swift Dzire,9,120000,Individual,DIESEL,Manual,19.3 kmpl,1248 CC,73.9 bhp,200Nm@ 1750rpm,5.0,450000
Maruti Swift,Maruti,Swift,5,60000,Dealer,Diesel,Manual,28.4 kmpl,1248 CC,74.0 bhp,91Nm@ 3500rpm,5.0,590000
Volkswagen Polo,Volkswagen,Polo,5,53000,Dealer,Petrol,Automatic,17.21 kmpl,,,,5.0,690000
Tata Tiago,Tata,Tiago,2,10000,Individual,petrol,Manual,23.84 kmpl,1199 CC,84.0 bhp,250Nm@ 1500-2500rpm,5.0,550000
Maruti Swift Dzire,Maruti,Swift Dzire,5,50000,DEALER,Petrol,Manual,20.85 kmpl,1197 CC,83.14 bhp,"12.7@ 2,700(kgm@ rpm)",5.0,550000
Ford Ecosport,Ford,Ecosport,7,62000,Dealer,DIESEL,Manual,,1498 CC,89.84 bhp,250Nm@ 1500-2500rpm,5.0,545000
Hyundai i20,Hyundai,i20,2,20000,individual,petrol,Manual,18.6 kmpl,1197 CC,81.86 bhp,170Nm@ 1800-2400rpm,5.0,630000
Maruti Swift Dzire,Maruti,Swift Dzire,5,52000,Dealer,Diesel,Manual,19.3 kmpl,1248 CC,73.9 bhp,190Nm@ 2000rpm,5.0,680000
Mahindra Bolero,Mahindra,Bolero,3,70000,Individual,Diesel,Manual,16.5 kmpl,1493 CC,70.0 bhp,170Nm@ 1800-2400rpm,7.0,670000
Ford Figo,Ford,Figo,4,80000,Individual,Diesel,Manual,25.83 kmpl,,99.0 bhp,,5.0,520000
Maruti Vitara,Maruti,Vitara,5,67000,Dealer,Diesel,Manual,24.3 kmpl,1248 CC,88.5 bhp,113Nm@ 4000rpm,5.0,780000
Maruti Alto,Maruti,Alto,5,52361,Dealer,petrol,Manual,23.95 kmpl,998 CC,67.05 bhp,113Nm@ 4000rpm,5.0,350000
Hyundai i20,Hyundai,i20,4,57000,DEALER,Petrol,Manual,18.6 kmpl,1197 CC,81.86 bhp,113Nm@ 4000rpm,5.0,690000
Maruti Baleno,Maruti,Baleno,4,100000,INDIVIDUAL,petrol,Manual,21.4 kmpl,1197 CC,83.1 bhp,200Nm@ 1750rpm,5.0,600000
Hyundai i20,Hyundai,i20,4,52896,Trustmark Dealer,Petrol,Manual,18.6 kmpl,1197 CC,81.83 bhp,190Nm@ 2000rpm,,555000
Maruti S-Presso,Maruti,S-Presso,2,8400,Individual,Petrol,Manual,21.7 kmpl,998 CC,67.0 bhp,170Nm@ 1800-2400rpm,5.0,420000
Maruti Swift,Maruti,Swift,8,80000,Individual,Diesel,Manual,22.9 kmpl,1248 CC,74.0 bhp,200Nm@ 1750rpm,5.0,350000
Hyundai i20,Hyundai,i20,10,100000,  Individual ,Diesel,Manual,23.0 kmpl,1396 CC,90.0 bhp,24@ 1900(kgm@ rpm),5.0,320000
Mahindra Scorpio,Mahindra,Scorpio,4,42000,dealer,  Diesel ,Manual,15.4 kmpl,2523 CC,75.0 bhp,113Nm@ 4000rpm,7.0,935000
Maruti Wagon R,Maruti,Wagon R,6,50000,Individual,CNG,Manual,26.6 km/kg,,58.16 bhp,,5.0,450000
Maruti Baleno,Maruti,Baleno,3,9600,Dealer,PETROL,Automatic,19.56 kmpl,,81.8 bhp,,5.0,825000
Maruti Swift,Maruti,Swift,10,22813,DEALER,Diesel,Manual,22.9 kmpl,1248 CC,74.0 bhp,190Nm@ 2000rpm,5.0,450000
Maruti Celerio,Maruti,Celerio,5,30000,Individual,PETROL,Automatic,23.1 kmpl,998 CC,67.04 bhp,170Nm@ 1800-2400rpm,5.0,450000
MG Hector,MG,Hector,2,13000,Dealer,Petrol,Automatic,13.96 kmpl,1451 CC,141.0 bhp,250Nm@ 1500-2500rpm,5.0,1725000
